variable,wavenumber,VIP_comp1,VIP_comp2,VIP_comp3,VIP_max,gap_cm1,vip_region
wn_1484.29,1484.29,1.1636903290259721,0.9813855356394798,1.059470191188341,1.1636903290259721,1.9300000000000637,3
wn_1486.22,1486.22,1.165744685297054,0.9650761892217805,1.067391887513584,1.165744685297054,1.9300000000000637,3
wn_1488.15,1488.15,1.1461017085325413,0.929496551624609,1.0784823726072865,1.1461017085325413,1.9300000000000637,3
wn_1490.08,1490.08,1.0922415128404832,0.8739345446981795,1.100270449891528,1.100270449891528,1.9299999999998363,3
wn_1492.01,1492.01,0.9707901337832191,0.8010620763536782,1.1414014535285144,1.1414014535285144,1.9300000000000637,3
wn_1493.94,1493.94,0.73281270241901,0.7483080539583599,1.20752852106276,1.20752852106276,1.9300000000000637,3
wn_1495.87,1495.87,0.38610548960003993,0.7973023217548095,1.2785218015625208,1.2785218015625208,1.9299999999998363,3
wn_1497.8,1497.8,0.04037322647275786,0.9212374863616776,1.3184729421668517,1.3184729421668517,1.9300000000000637,3
wn_1499.73,1499.73,0.2210969066952554,1.029580598543837,1.3250004490198946,1.3250004490198946,1.9300000000000637,3
wn_1501.66,1501.66,0.3989542671514596,1.0999547676345307,1.3148872982030926,1.3148872982030926,1.9300000000000637,3
wn_1503.59,1503.59,0.5179588127717046,1.1425404045059913,1.3002390570479823,1.3002390570479823,1.9299999999998363,3
wn_1505.52,1505.52,0.5974348515710464,1.1683370267935747,1.2861355957683922,1.2861355957683922,1.9300000000000637,3
wn_1507.45,1507.45,0.6477006199135374,1.1845916399967629,1.2746493327564692,1.2746493327564692,1.9300000000000637,3
wn_1509.38,1509.38,0.6775591969379631,1.1952696637758509,1.2656370917245408,1.2656370917245408,1.9300000000000637,3
wn_1511.31,1511.31,0.6959653860141942,1.2022778393450164,1.2580521091698593,1.2580521091698593,1.9299999999998363,3
wn_1513.24,1513.24,0.7055721957324299,1.2070033827145459,1.251853943700501,1.251853943700501,1.9300000000000637,3
wn_1515.17,1515.17,0.7067379900460444,1.2104462885040976,1.2470668255254622,1.2470668255254622,1.9300000000000637,3
wn_1517.1,1517.1,0.69985321334164,1.213159737941391,1.2434474613583053,1.2434474613583053,1.9299999999998363,3
wn_1519.03,1519.03,0.6854832029368292,1.2153903175341154,1.2406610289698128,1.2406610289698128,1.9300000000000637,3
wn_1520.96,1520.96,0.6651691193575999,1.2171627314035545,1.2382812377645322,1.2382812377645322,1.9300000000000637,3
wn_1522.89,1522.89,0.6415026929508838,1.2183775925994464,1.2358372215118183,1.2358372215118183,1.9300000000000637,3
wn_1524.82,1524.82,0.6175408026226907,1.2188992618112398,1.2329187138956537,1.2329187138956537,1.9299999999998363,3
wn_1526.75,1526.75,0.5965064395435508,1.2186251431572444,1.2292770307329002,1.2292770307329002,1.9300000000000637,3
wn_1528.69,1528.69,0.5810391779017937,1.2175946707096768,1.2249465675146507,1.2249465675146507,1.9400000000000546,3
wn_1530.62,1530.62,0.5716074477702768,1.2160701220340868,1.220297269620063,1.220297269620063,1.9299999999998363,3
wn_1532.55,1532.55,0.5667082577120813,1.2143777508726832,1.2157465794368847,1.2157465794368847,1.9300000000000637,3
wn_1534.48,1534.48,0.5650057348105374,1.2127200386808974,1.2115258382856078,1.2127200386808974,1.9300000000000637,3
wn_1536.41,1536.41,0.5662338921873922,1.2111970656918063,1.2077536793889248,1.2111970656918063,1.9300000000000637,3
wn_1538.34,1538.34,0.5693914116279126,1.2100140517136986,1.20473770394399,1.2100140517136986,1.9299999999998363,3
wn_1540.27,1540.27,0.5709506691647086,1.209417115134367,1.2027959352110646,1.209417115134367,1.9300000000000637,3
wn_1542.2,1542.2,0.5676397395586824,1.2093936492723532,1.2018160073578252,1.2093936492723532,1.9300000000000637,3
wn_1544.13,1544.13,0.5612371745567151,1.2097132420105254,1.2013914073692602,1.2097132420105254,1.9300000000000637,3
wn_1546.06,1546.06,0.5559175426115285,1.210244733770683,1.2013501606784365,1.210244733770683,1.9299999999998363,3
wn_1547.99,1547.99,0.5537318999680068,1.2110309228703298,1.201813983829664,1.2110309228703298,1.9300000000000637,3
wn_1549.92,1549.92,0.5533581860891996,1.2121846744659177,1.2030044033918328,1.2121846744659177,1.9300000000000637,3
wn_1551.85,1551.85,0.5518325031628237,1.213656969902029,1.204911134379564,1.213656969902029,1.9299999999998363,3
wn_1553.78,1553.78,0.546007246785012,1.2153896238668942,1.2075265940178093,1.2153896238668942,1.9300000000000637,3
wn_1555.71,1555.71,0.5328515383336799,1.217352487901122,1.2109284423425606,1.217352487901122,1.9300000000000637,3
wn_1557.64,1557.64,0.5062536517375409,1.219678696461172,1.2154330674827964,1.219678696461172,1.9300000000000637,3
wn_1559.57,1559.57,0.45616818345571025,1.2224367488354428,1.2211099967961652,1.2224367488354428,1.9299999999998363,3
wn_1561.5,1561.5,0.37666176977358,1.2250393297278266,1.226959000904646,1.226959000904646,1.9300000000000637,3
wn_1563.43,1563.43,0.26304510342248827,1.2263278320417843,1.2312760614349454,1.2312760614349454,1.9300000000000637,3
wn_1565.36,1565.36,0.10714992819010136,1.224530908593064,1.2314523940354192,1.2314523940354192,1.9299999999998363,3
wn_1567.29,1567.29,0.09832058152177671,1.2169794767401425,1.2232949520730696,1.2232949520730696,1.9300000000000637,3
wn_1569.22,1569.22,0.35081132034779994,1.2009465860741542,1.2019566873996914,1.2019566873996914,1.9300000000000637,3
wn_1571.15,1571.15,0.6252185910693243,1.176424695474812,1.1660899381305754,1.176424695474812,1.9300000000000637,3
wn_1573.08,1573.08,0.8762095816172157,1.148742594275939,1.1228890682588932,1.148742594275939,1.9299999999998363,3
wn_1575.01,1575.01,1.0698345554276116,1.1258708740399963,1.084892073936246,1.1258708740399963,1.9300000000000637,3
wn_1576.94,1576.94,1.2016564392273836,1.1119850858369789,1.0597073427363313,1.2016564392273836,1.9300000000000637,3
wn_1578.87,1578.87,1.2832010740308724,1.1057085218134224,1.0467178259161811,1.2832010740308724,1.9299999999998363,3
wn_1580.8,1580.8,1.3296669649945982,1.103747805621933,1.0416730236923388,1.3296669649945982,1.9300000000000637,3
wn_1582.73,1582.73,1.3547398842701885,1.1037251544310822,1.0407742645329654,1.3547398842701885,1.9300000000000637,3
wn_1584.66,1584.66,1.367585845144286,1.1041661352238297,1.0414528667971192,1.367585845144286,1.9300000000000637,3
wn_1586.59,1586.59,1.3730938130845345,1.104023702330635,1.0420265900538668,1.3730938130845345,1.9299999999998363,3
wn_1588.52,1588.52,1.373917501376689,1.1029112816741706,1.0417246724785616,1.373917501376689,1.9300000000000637,3
wn_1590.45,1590.45,1.3718972862024028,1.101212145414951,1.0406397552189919,1.3718972862024028,1.9300000000000637,3
wn_1592.38,1592.38,1.367770851319025,1.0993669150213985,1.0390660434525285,1.367770851319025,1.9300000000000637,3
wn_1594.31,1594.31,1.3609142757173893,1.097568501448083,1.0371824769554663,1.3609142757173893,1.9299999999998363,3
wn_1596.24,1596.24,1.3497141710740244,1.0961293514537203,1.035331523349013,1.3497141710740244,1.9300000000000637,3
wn_1598.17,1598.17,1.3318370371979877,1.0959303108486724,1.0344389417738808,1.3318370371979877,1.9300000000000637,3
wn_1600.1,1600.1,1.3045506303608232,1.09864743364436,1.036298089496635,1.3045506303608232,1.9299999999998363,3
wn_1602.03,1602.03,1.2646734733726297,1.1055885602429374,1.0425199056656598,1.2646734733726297,1.9300000000000637,3
wn_1603.96,1603.96,1.2087621771834909,1.1165289923683845,1.053282367133557,1.2087621771834909,1.9300000000000637,3
wn_1605.89,1605.89,1.1343616424644707,1.1305699152060513,1.0679853949202505,1.1343616424644707,1.9300000000000637,3
wn_1607.82,1607.82,1.041630220873701,1.1467203903891106,1.0857691618446428,1.1467203903891106,1.9299999999998363,3
wn_1609.75,1609.75,0.9344310881471533,1.1628208433163996,1.1043653346218592,1.1628208433163996,1.9300000000000637,3
wn_1611.68,1611.68,0.8185183559390008,1.176274895472838,1.1208338615907893,1.176274895472838,1.9300000000000637,3
wn_1613.61,1613.61,0.700141675020731,1.1859561105553826,1.1336580206264062,1.1859561105553826,1.9299999999998363,3
wn_1615.54,1615.54,0.5864150143045733,1.1919878599485598,1.1426246532961486,1.1919878599485598,1.9300000000000637,3
wn_1617.47,1617.47,0.482246989601815,1.1945168628990948,1.1476324639781834,1.1945168628990948,1.9300000000000637,3
wn_1619.4,1619.4,0.38752102319762843,1.193867209188354,1.1489232200821449,1.193867209188354,1.9300000000000637,3
wn_1621.33,1621.33,0.3008026632397459,1.1910513770079802,1.147565937034164,1.1910513770079802,1.9299999999998363,3
wn_1623.26,1623.26,0.22174936231179468,1.187018352629364,1.144579005622222,1.187018352629364,1.9300000000000637,3
wn_1625.19,1625.19,0.1494129188362832,1.182191935750997,1.1404322948242878,1.182191935750997,1.9300000000000637,3
wn_1627.12,1627.12,0.08205123556894686,1.1768992037317467,1.135513684479769,1.1768992037317467,1.9299999999998363,3
wn_1629.05,1629.05,0.018265574406990368,1.1715344333908089,1.1302897062739605,1.1715344333908089,1.9300000000000637,3
wn_1630.98,1630.98,0.042976250931151684,1.1664814215860368,1.125220056049892,1.1664814215860368,1.9300000000000637,3
wn_1632.91,1632.91,0.1014119311501598,1.1621529787516987,1.1207934018122199,1.1621529787516987,1.9300000000000637,3
wn_1634.84,1634.84,0.15500109793720918,1.1587651761233881,1.1172643685947201,1.1587651761233881,1.9299999999998363,3
wn_1636.77,1636.77,0.20172778221709936,1.1560245953042854,1.114301970930334,1.1560245953042854,1.9300000000000637,3
wn_1638.7,1638.7,0.24202454055937803,1.1534728345080327,1.1113979900599988,1.1534728345080327,1.9300000000000637,3
wn_1640.63,1640.63,0.2778425838256972,1.1511024431052763,1.1085825644434641,1.1511024431052763,1.9300000000000637,3
wn_1642.56,1642.56,0.3103079776141887,1.149221850339331,1.1062552913305614,1.149221850339331,1.9299999999998363,3
wn_1644.49,1644.49,0.3388077934041279,1.148095288113622,1.1047609971130226,1.148095288113622,1.9300000000000637,3
wn_1646.42,1646.42,0.3615715390782109,1.1476911565138663,1.1040927468798492,1.1476911565138663,1.9300000000000637,3
wn_1648.35,1648.35,0.3774893321163153,1.1477305776063595,1.103941466057969,1.1477305776063595,1.9299999999998363,3
wn_1650.29,1650.29,0.38626062497957486,1.1481602901991312,1.104265829130673,1.1481602901991312,1.9400000000000546,3
wn_1652.22,1652.22,0.3860865085906928,1.1490990633050242,1.1052317995976042,1.1490990633050242,1.9300000000000637,3
wn_1654.15,1654.15,0.37555032076336886,1.1502862315040492,1.106512553268204,1.1502862315040492,1.9300000000000637,3
wn_1656.08,1656.08,0.3583565001743889,1.1513308252206846,1.1075863481498864,1.1513308252206846,1.9299999999998363,3
wn_1658.01,1658.01,0.3395807632678024,1.1524643946937256,1.1087192907876278,1.1524643946937256,1.9300000000000637,3
wn_1659.94,1659.94,0.32165123263695794,1.154222420903771,1.1105740677393388,1.154222420903771,1.9300000000000637,3
wn_1661.87,1661.87,0.3058105620915326,1.1569300822737147,1.1135589100563599,1.1569300822737147,1.9299999999998363,3
wn_1663.8,1663.8,0.29528764997918544,1.1606295325529876,1.1177436811194212,1.1606295325529876,1.9300000000000637,3
wn_1665.73,1665.73,0.29577793510822464,1.1654752351970283,1.1233562186730137,1.1654752351970283,1.9300000000000637,3
wn_1667.66,1667.66,0.31123209331087215,1.1718088730512664,1.1308789355090856,1.1718088730512664,1.9300000000000637,3
wn_1669.59,1669.59,0.3412180068986736,1.1795159332661247,1.1402579671898223,1.1795159332661247,1.9299999999998363,3
wn_1671.52,1671.52,0.38282660687460246,1.1878541124483504,1.1506666255245912,1.1878541124483504,1.9300000000000637,3
wn_1673.45,1673.45,0.4349043669516463,1.1961710363698923,1.161380587302505,1.1961710363698923,1.9300000000000637,3
wn_1675.38,1675.38,0.498635121779247,1.2040860780967801,1.1720285641705248,1.2040860780967801,1.9300000000000637,3
wn_1677.31,1677.31,0.5748427350000415,1.2111013730129059,1.18208604951005,1.2111013730129059,1.9299999999998363,3
wn_1679.24,1679.24,0.6607195841875544,1.2165202723658155,1.1907920310029252,1.2165202723658155,1.9300000000000637,3
wn_1681.17,1681.17,0.750219038195852,1.2195292548310945,1.1970803174243563,1.2195292548310945,1.9300000000000637,3
wn_1683.1,1683.1,0.8364943599614995,1.2197203919167228,1.2003455416806161,1.2197203919167228,1.9299999999998363,3
wn_1685.03,1685.03,0.91523332845089,1.2171964297544398,1.2005429864691404,1.2171964297544398,1.9300000000000637,3
wn_1686.96,1686.96,0.9845953455846663,1.2123295720089944,1.1980521333135588,1.2123295720089944,1.9300000000000637,3
wn_1688.89,1688.89,1.0429001742893738,1.2053593129133602,1.193319099455756,1.2053593129133602,1.9300000000000637,3
wn_1690.82,1690.82,1.0893197072666545,1.1963419876408286,1.1866644321635407,1.1963419876408286,1.9299999999998363,3
wn_1692.75,1692.75,1.124460853076873,1.1852473842960254,1.178251731239912,1.1852473842960254,1.9300000000000637,3
wn_1694.68,1694.68,1.1489573156912314,1.1717868902827908,1.1680269396194873,1.1717868902827908,1.9300000000000637,3
wn_1696.61,1696.61,1.1620650997205038,1.1549275772709524,1.1554413343289034,1.1620650997205038,1.9299999999998363,3
wn_1698.54,1698.54,1.162637993816469,1.1329156194011734,1.1393000879721418,1.162637993816469,1.9300000000000637,3
wn_1700.47,1700.47,1.1512235647855036,1.1040213601112416,1.1180519624291894,1.1512235647855036,1.9300000000000637,3
wn_1702.4,1702.4,1.12837999287719,1.0664241078243992,1.08990194563252,1.12837999287719,1.9300000000000637,3
wn_1704.33,1704.33,1.089829021783905,1.0159782886530195,1.051582418965674,1.089829021783905,1.9299999999998363,3
wn_1706.26,1706.26,1.0285153927799715,0.9465113564232533,0.9982728079732978,1.0285153927799715,1.9300000000000637,3
wn_2941.56,2941.56,1.0173607539472038,0.8140301331718477,0.7815940562094414,1.0173607539472038,1235.3,4
wn_2943.49,2943.49,1.038406842568622,0.8308888336856733,0.7978590472712974,1.038406842568622,1.9299999999998363,4
wn_2945.42,2945.42,1.0576391510229894,0.8463119394289769,0.8127368222641682,1.0576391510229894,1.930000000000291,4
wn_2947.35,2947.35,1.0748734043070933,0.8601618335147304,0.8260902447861552,1.0748734043070933,1.9299999999998363,4
wn_2949.28,2949.28,1.090068291204809,0.8724169138693317,0.8379013471167763,1.090068291204809,1.930000000000291,4
wn_2951.21,2951.21,1.1032673394934895,0.8831222700622539,0.8482294719021671,1.1032673394934895,1.9299999999998363,4
wn_2953.14,2953.14,1.1146071053781343,0.892392131550601,0.8572132996173132,1.1146071053781343,1.9299999999998363,4
wn_2955.07,2955.07,1.1243572739699645,0.9004379612074266,0.8650925815322326,1.1243572739699645,1.930000000000291,4
wn_2957,2957,1.1329218001332872,0.9075681541598163,0.8721965563937719,1.1329218001332872,1.9299999999998363,4
wn_2958.93,2958.93,1.1407558690588118,0.9141240134615122,0.8788751331848501,1.1407558690588118,1.9299999999998363,4
wn_2960.86,2960.86,1.1482917625545677,0.9204233112683776,0.8854461371480609,1.1482917625545677,1.930000000000291,4
wn_2962.79,2962.79,1.155943081795033,0.9267652939771736,0.8922071668563644,1.155943081795033,1.9299999999998363,4
wn_2964.72,2964.72,1.1640729473015738,0.9334101280868788,0.8994201146961761,1.1640729473015738,1.9299999999998363,4
wn_2966.65,2966.65,1.1729339609425795,0.9405388502048994,0.9072667916664546,1.1729339609425795,1.930000000000291,4
wn_2968.58,2968.58,1.1826636969519886,0.9482544899961097,0.9158381659480798,1.1826636969519886,1.9299999999998363,4
wn_2970.51,2970.51,1.1932713118629694,0.9565706682523857,0.9251226788103042,1.1932713118629694,1.930000000000291,4
wn_2972.44,2972.44,1.2045984010267563,0.9653773137608398,0.9349884754675334,1.2045984010267563,1.9299999999998363,4
wn_2974.37,2974.37,1.21631300262861,0.974434085860358,0.9452014150084829,1.21631300262861,1.9299999999998363,4
wn_2976.3,2976.3,1.2279376140056513,0.9833937833179451,0.9554571822993895,1.2279376140056513,1.930000000000291,4
wn_2978.23,2978.23,1.2389367825063549,0.9918692719834428,0.9654228591220713,1.2389367825063549,1.9299999999998363,4
wn_2980.16,2980.16,1.2488674991874311,0.9995431452955719,0.9748133730360872,1.2488674991874311,1.9299999999998363,4
wn_2982.09,2982.09,1.2574661413710728,1.006227639287937,0.9834501598285624,1.2574661413710728,1.930000000000291,4
wn_2984.02,2984.02,1.2645636431084017,1.0117939589084184,0.9912224934870687,1.2645636431084017,1.9299999999998363,4
wn_2985.95,2985.95,1.2699733694671032,1.016085291063054,0.9980251915387655,1.2699733694671032,1.9299999999998363,4
wn_2987.88,2987.88,1.2735216518413957,1.0189455808714067,1.0037767529008763,1.2735216518413957,1.930000000000291,4
wn_2989.81,2989.81,1.2751535238644094,1.0203072027551117,1.008474394924023,1.2751535238644094,1.9299999999998363,4
wn_2991.74,2991.74,1.274951924895709,1.020209908020258,1.0121887814054789,1.274951924895709,1.9299999999998363,4
wn_2993.67,2993.67,1.2730156778052597,1.018708477269867,1.0149687966620258,1.2730156778052597,1.930000000000291,4
wn_2995.61,2995.61,1.269348280343269,1.0157885091720054,1.0167633811083383,1.269348280343269,1.9400000000000546,4
wn_2997.54,2997.54,1.2639251463308105,1.0114238918155263,1.017482997804857,1.2639251463308105,1.9299999999998363,4
wn_2999.47,2999.47,1.256828374081437,1.00568749104731,1.0171177527369186,1.256828374081437,1.9299999999998363,4
wn_3001.4,3001.4,1.2482459817877158,0.9987512935109314,1.015742422436398,1.2482459817877158,1.930000000000291,4
wn_3003.33,3003.33,1.2383971897232953,0.9908248065016226,1.0134531005876897,1.2383971897232953,1.9299999999998363,4
wn_3005.26,3005.26,1.227539121519973,0.9821564518813404,1.0103692588775823,1.227539121519973,1.930000000000291,4
wn_3007.19,3007.19,1.2160440436589954,0.9730894750295986,1.0066927375589048,1.2160440436589954,1.9299999999998363,4
wn_3009.12,3009.12,1.20440537136502,0.9640603399195892,1.002711320610032,1.20440537136502,1.9299999999998363,4
wn_3011.05,3011.05,1.1931460202075392,0.9555210902693354,0.9987254226641589,1.1931460202075392,1.930000000000291,4
wn_3012.98,3012.98,1.1827422326336454,0.9478779528184207,0.994970871729174,1.1827422326336454,1.9299999999998363,4
wn_3014.91,3014.91,1.1735485048826888,0.9414330398690508,0.9915857130388765,1.1735485048826888,1.9299999999998363,4
wn_3016.84,3016.84,1.165736964736519,0.936334288172377,0.9886339846680523,1.165736964736519,1.930000000000291,4
wn_3018.77,3018.77,1.1593351252354185,0.9325990093874859,0.986154514107976,1.1593351252354185,1.9299999999998363,4
wn_3020.7,3020.7,1.154282628605966,0.9301563775744891,0.9841623101909807,1.154282628605966,1.9299999999998363,4
wn_3022.63,3022.63,1.1504343022370274,0.9288612059465049,0.9826214046566997,1.1504343022370274,1.930000000000291,4
wn_3024.56,3024.56,1.1476030341017474,0.9285416536712542,0.9814757711336575,1.1476030341017474,1.9299999999998363,4
wn_3026.49,3026.49,1.1456344847703475,0.9290539354270393,0.980711295956876,1.1456344847703475,1.9299999999998363,4
wn_3028.42,3028.42,1.144405014904141,0.9302653767870324,0.9803541027967577,1.144405014904141,1.930000000000291,4
wn_3030.35,3030.35,1.1437678079155562,0.9320068314231932,0.9804094549925662,1.1437678079155562,1.9299999999998363,4
wn_3032.28,3032.28,1.1435469589248697,0.9340858728298789,0.9808269007963405,1.1435469589248697,1.930000000000291,4
wn_3034.21,3034.21,1.1435651205992676,0.9363404202735014,0.98151770455369,1.1435651205992676,1.9299999999998363,4
wn_3036.14,3036.14,1.1436301189476914,0.9386407384269706,0.982368571968902,1.1436301189476914,1.9299999999998363,4
wn_3038.07,3038.07,1.1435211945955117,0.9408671538386558,0.983240552027702,1.1435211945955117,1.930000000000291,4
wn_3040,3040,1.1430027603394208,0.9429125428029583,0.9839858699006375,1.1430027603394208,1.9299999999998363,4
wn_3041.93,3041.93,1.141851425067198,0.9446915351115787,0.9844930860201784,1.141851425067198,1.9299999999998363,4
wn_3043.86,3043.86,1.1399054664833341,0.9461438657168658,0.9847293313495072,1.1399054664833341,1.930000000000291,4
wn_3045.79,3045.79,1.13712981057042,0.9472604022210692,0.9847360697264821,1.13712981057042,1.9299999999998363,4
wn_3047.72,3047.72,1.1336036653944657,0.9480810221059606,0.9845795099452094,1.1336036653944657,1.9299999999998363,4
wn_3049.65,3049.65,1.129467462176517,0.9486712860012145,0.9843319715882063,1.129467462176517,1.930000000000291,4
wn_3051.58,3051.58,1.1248767344857198,0.9491013324076967,0.9840803459950924,1.1248767344857198,1.9299999999998363,4
wn_3053.51,3053.51,1.119962995697948,0.9494302759337154,0.9838961949073578,1.119962995697948,1.930000000000291,4
wn_3055.44,3055.44,1.1148397737295526,0.9497066596486874,0.983811660734959,1.1148397737295526,1.9299999999998363,4
wn_3057.37,3057.37,1.109627904379821,0.9499828679483432,0.9838361485608944,1.109627904379821,1.9299999999998363,4
wn_3059.3,3059.3,1.1044217504236957,0.950316116427203,0.9839646881076555,1.1044217504236957,1.930000000000291,4
wn_3061.23,3061.23,1.0992618220289414,0.9507477034041211,0.9841762651985465,1.0992618220289414,1.9299999999998363,4
wn_3063.16,3063.16,1.0942273003274785,0.951299771355106,0.9844629374686756,1.0942273003274785,1.9299999999998363,4
wn_3065.09,3065.09,1.0894810793332654,0.9519710041908643,0.9848335806874311,1.0894810793332654,1.930000000000291,4
wn_3067.02,3067.02,1.0851050435749101,0.9526963539875128,0.9852535641946291,1.0851050435749101,1.9299999999998363,4
wn_3068.95,3068.95,1.080956320274557,0.9533321021570612,0.9856221139887986,1.080956320274557,1.9299999999998363,4
wn_3070.88,3070.88,1.0767888000843584,0.9537168901642812,0.9858475238982101,1.0767888000843584,1.930000000000291,4
wn_3072.81,3072.81,1.0724702701200057,0.9537400304821455,0.9859160358607222,1.0724702701200057,1.9299999999998363,4
wn_3074.74,3074.74,1.0680540197147605,0.9533652400997054,0.9858830843818143,1.0680540197147605,1.9299999999998363,4
wn_3076.67,3076.67,1.063681095556482,0.9526036196987401,0.9858083420255496,1.063681095556482,1.930000000000291,4
wn_3078.6,3078.6,1.0593823000039255,0.9514459887807254,0.9856796198922347,1.0593823000039255,1.9299999999998363,4
wn_3080.53,3080.53,1.054928628659397,0.9498110172598342,0.9853787064678555,1.054928628659397,1.930000000000291,4
wn_3082.46,3082.46,1.0499043865024986,0.9475785050045902,0.9847342960361042,1.0499043865024986,1.9299999999998363,4
wn_3084.39,3084.39,1.0439546868975915,0.9446981364240455,0.9836306206076745,1.0439546868975915,1.9299999999998363,4
wn_3086.32,3086.32,1.0369142086454526,0.941222452814103,0.9820598574794361,1.0369142086454526,1.930000000000291,4
wn_3088.25,3088.25,1.02874973049823,0.9372291449796617,0.9800931683373786,1.02874973049823,1.9299999999998363,4
wn_3090.18,3090.18,1.0195586856743906,0.9328163006733428,0.9778597755365375,1.0195586856743906,1.9299999999998363,4
wn_3092.11,3092.11,1.009611321822519,0.9281687074913125,0.9755284308293107,1.009611321822519,1.930000000000291,4
